User_ID,Top_Match_ID,Similarity_Score,Match_Strength
1,6,0.8349757743814503,Good
1,18,0.76403975421565,Good
1,22,0.7336830080196992,Good
1,27,0.7318272147035051,Good
1,15,0.7209623295937211,Good
2,12,0.8484814959732502,Good
2,49,0.8137367427191525,Good
2,21,0.8125747670435233,Good
2,38,0.7582855228096772,Good
2,9,0.7559643320415559,Good
3,42,0.7624078726903541,Good
3,24,0.7442964238145199,Good
3,21,0.73863196756584,Good
3,20,0.736318745112139,Good
3,2,0.7321645382818137,Good
4,15,0.7933131252619858,Good
4,30,0.6929883587775114,Fair
4,29,0.6796980467299462,Fair
4,20,0.6756333643476707,Fair
4,48,0.6734858702342162,Fair
5,42,0.7680133392535878,Good
5,21,0.7550152036645028,Good
5,49,0.725685040527513,Good
5,14,0.695894932964398,Fair
5,27,0.6845213575083142,Fair
6,1,0.8349757743814503,Good
6,18,0.7798084529746456,Good
6,12,0.7694629177579903,Good
6,43,0.7605881586192202,Good
6,38,0.7546660179836594,Good
7,48,0.7772418925603614,Good
7,38,0.7515762997713824,Good
7,44,0.750777838878017,Good
7,43,0.7201970305087073,Good
7,36,0.6911118577351979,Fair
8,33,0.7847951102586214,Good
8,22,0.7444267633644714,Good
8,17,0.7009868670734172,Good
8,27,0.7008597866883196,Good
8,46,0.6959638707513802,Fair
9,38,0.8026651946180636,Good
9,2,0.7559643320415559,Good
9,12,0.7544718305340467,Good
9,43,0.7487609295248385,Good
9,35,0.7433006299901125,Good
10,45,0.7956075299014884,Good
10,22,0.7818226176930584,Good
10,35,0.748434370801006,Good
10,18,0.7468168219555736,Good
10,17,0.7424969268063174,Good
11,3,0.7215139866016076,Good
11,18,0.6801350912638252,Fair
11,37,0.677342739725781,Fair
11,15,0.6617809946244024,Fair
11,35,0.6546952322658649,Fair
12,2,0.8484814959732502,Good
12,38,0.8147087178796283,Good
12,31,0.7944118180697705,Good
12,49,0.7854609488304595,Good
12,43,0.7762495171566014,Good
13,31,0.6883088534894206,Fair
13,47,0.6738019680093386,Fair
13,37,0.6607314562539319,Fair
13,41,0.6583416995247187,Fair
13,36,0.6463884465459844,Fair
14,36,0.814635098214207,Good
14,35,0.7651127881844599,Good
14,17,0.759557311878489,Good
14,49,0.7323343889276672,Good
14,38,0.7318537618629192,Good
15,4,0.7933131252619858,Good
15,48,0.7816939543774879,Good
15,1,0.7209623295937211,Good
15,43,0.7154623891705094,Good
15,6,0.7128788443176456,Good
16,35,0.7354921765427525,Good
16,43,0.7275721965088806,Good
16,20,0.7271671270341018,Good
16,17,0.7225571288843232,Good
16,14,0.7121462666240505,Good
17,39,0.8602843473633321,Excellent
17,40,0.8108326453391408,Good
17,35,0.800978428487611,Good
17,30,0.7951534803176401,Good
17,20,0.7858950571690932,Good
18,6,0.7798084529746456,Good
18,1,0.76403975421565,Good
18,12,0.7583638654678639,Good
18,27,0.7549461779646351,Good
18,35,0.750467274062069,Good
19,21,0.7625618376173334,Good
19,30,0.7448635202786448,Good
19,2,0.7014802124694162,Good
19,29,0.700181091368487,Good
19,49,0.693736440685036,Fair
20,35,0.8202397050245233,Good
20,21,0.8138981626249747,Good
20,27,0.8014829359501061,Good
20,33,0.7897828026936746,Good
20,17,0.7858950571690932,Good
21,20,0.8138981626249747,Good
21,2,0.8125747670435233,Good
21,49,0.7795043496431782,Good
21,27,0.7679140399040051,Good
21,19,0.7625618376173334,Good
22,10,0.7818226176930584,Good
22,49,0.7798058318788338,Good
22,29,0.7778072683031003,Good
22,28,0.7667909861367285,Good
22,35,0.7506493920073439,Good
23,48,0.7627524446244204,Good
23,43,0.712982543543655,Good
23,12,0.710762595627572,Good
23,16,0.6816786003154955,Fair
23,7,0.6715992490283681,Fair
24,42,0.7444837986158798,Good
24,3,0.7442964238145199,Good
24,2,0.7322575730412276,Good
24,50,0.6533498248720596,Fair
24,9,0.651179637996439,Fair
25,32,0.8419325936739686,Good
25,43,0.7327181395577635,Good
25,9,0.7002663652190566,Good
25,38,0.6980141203411778,Fair
25,31,0.6896781887244566,Fair
26,35,0.8025678577450074,Good
26,38,0.7354891031593577,Good
26,40,0.7325953142388547,Good
26,37,0.711923218613036,Good
26,17,0.6997621766228164,Fair
27,33,0.8071084645171162,Good
27,20,0.8014829359501061,Good
27,30,0.7881621412201282,Good
27,39,0.7846475740738584,Good
27,17,0.7729527749157943,Good
28,29,0.8274555938089448,Good
28,17,0.7696067798610984,Good
28,12,0.7693821134587668,Good
28,49,0.7684416469862708,Good
28,22,0.7667909861367285,Good
29,28,0.8274555938089448,Good
29,49,0.8245655424827135,Good
29,30,0.8138942733399274,Good
29,22,0.7778072683031003,Good
29,17,0.7390481723650009,Good
30,29,0.8138942733399274,Good
30,39,0.8122218274163834,Good
30,17,0.7951534803176401,Good
30,27,0.7881621412201282,Good
30,43,0.770720092565701,Good
31,12,0.7944118180697705,Good
31,17,0.7586975041110953,Good
31,43,0.7534276227025473,Good
31,49,0.7532654442049824,Good
31,36,0.724409157031448,Good
32,25,0.8419325936739686,Good
32,40,0.7240664357392524,Good
32,31,0.7096540626552665,Good
32,45,0.6856969909475555,Fair
32,21,0.6840836938602881,Fair
33,40,0.8075918649367018,Good
33,27,0.8071084645171162,Good
33,20,0.7897828026936746,Good
33,8,0.7847951102586214,Good
33,30,0.7606460763942133,Good
34,20,0.7007721864573112,Good
34,6,0.6894448631243247,Fair
34,15,0.6777587386884029,Fair
34,43,0.6675420849956392,Fair
34,35,0.6594677466632443,Fair
35,38,0.8394039702387202,Good
35,20,0.8202397050245233,Good
35,26,0.8025678577450074,Good
35,17,0.800978428487611,Good
35,40,0.7779900754280134,Good
36,14,0.814635098214207,Good
36,48,0.800306462256905,Good
36,39,0.7836195416183176,Good
36,38,0.7788116941191806,Good
36,17,0.765741799677604,Good
37,36,0.7471686023502944,Good
37,38,0.7336517320797756,Good
37,41,0.7137403688412955,Good
37,26,0.711923218613036,Good
37,48,0.7098844753297733,Good
38,35,0.8394039702387202,Good
38,12,0.8147087178796283,Good
38,9,0.8026651946180636,Good
38,36,0.7788116941191806,Good
38,40,0.7714973756015726,Good
39,17,0.8602843473633321,Excellent
39,30,0.8122218274163834,Good
39,27,0.7846475740738584,Good
39,36,0.7836195416183176,Good
39,20,0.7780937045829062,Good
40,17,0.8108326453391408,Good
40,33,0.8075918649367018,Good
40,35,0.7779900754280134,Good
40,38,0.7714973756015726,Good
40,45,0.7611716516251718,Good
41,44,0.7693705791436014,Good
41,48,0.758134862409005,Good
41,36,0.7544944794437148,Good
41,37,0.7137403688412955,Good
41,18,0.7053062055659117,Good
42,5,0.7680133392535878,Good
42,3,0.7624078726903541,Good
42,2,0.755320535319997,Good
42,50,0.7527982685488672,Good
42,24,0.7444837986158798,Good
43,48,0.79071510481187,Good
43,12,0.7762495171566014,Good
43,30,0.770720092565701,Good
43,38,0.7669851951023587,Good
43,6,0.7605881586192202,Good
44,41,0.7693705791436014,Good
44,48,0.7585441620528643,Good
44,7,0.750777838878017,Good
44,35,0.7052271375150923,Good
44,1,0.7011256580926859,Good
45,10,0.7956075299014884,Good
45,40,0.7611716516251718,Good
45,12,0.7490083199754862,Good
45,35,0.7477249970861658,Good
45,22,0.7464782049307979,Good
46,17,0.7184587940475349,Good
46,21,0.7140245930757712,Good
46,40,0.7096484456128538,Good
46,20,0.7029589318111917,Good
46,8,0.6959638707513802,Fair
47,31,0.724199766096928,Good
47,44,0.6805167906221025,Fair
47,36,0.676565643304371,Fair
47,13,0.6738019680093386,Fair
47,43,0.6399710801719372,Fair
48,36,0.800306462256905,Good
48,43,0.79071510481187,Good
48,15,0.7816939543774879,Good
48,7,0.7772418925603614,Good
48,38,0.7649501023345615,Good
49,29,0.8245655424827135,Good
49,2,0.8137367427191525,Good
49,12,0.7854609488304595,Good
49,22,0.7798058318788338,Good
49,21,0.7795043496431782,Good
50,42,0.7527982685488672,Good
50,12,0.7200488036505798,Good
50,31,0.6957937475160698,Fair
50,15,0.6846821234014212,Fair
50,49,0.6829007074382982,Fair
